age,gender,living,edu,exedu,married,income,happiness,status,party,health,y2018,y2016,logincome
27,0,0,6,-8,1,44400,1,3,-8,2,1,0,4.64738297
36,1,0,7,-8,1,60000,1,3,5,3,1,0,4.77815125
33,1,1,4,-8,1,36000,1,3,5,3,1,0,4.556302501
51,1,1,0,-8,0,48000,1,2,5,3,1,0,4.681241237
27,0,1,5,-8,1,24000,1,1,5,2,1,0,4.380211242
31,1,0,6,-8,1,55000,1,3,5,3,1,0,4.740362689
25,1,1,5,-8,1,50000,1,1,5,1,1,0,4.698970004
27,1,1,4,-8,1,90000,1,2,5,2,1,0,4.954242509
25,1,1,4,-8,1,31200,1,5,-8,2,1,0,4.494154594
32,1,1,4,-8,1,12000,1,3,-8,4,1,0,4.079181246
24,0,1,4,5,1,18600,1,3,5,3,1,0,4.269512944
33,1,1,4,-8,0,30000,1,4,5,3,1,0,4.477121255
24,0,1,6,7,0,42600,1,2,5,3,1,0,4.629409599
23,0,1,4,7,0,60000,1,4,5,1,1,0,4.77815125
29,1,0,6,-8,0,75000,1,3,5,2,1,0,4.875061263
32,1,1,5,-8,0,8000,1,2,5,4,1,0,3.903089987
31,0,1,6,-8,1,40000,1,2,5,3,1,0,4.602059991
30,0,1,3,-8,0,6000,0,1,5,1,1,0,3.77815125
33,1,0,7,-8,1,50000,1,2,-8,3,1,0,4.698970004
29,1,1,7,-8,0,33000,1,2,5,5,1,0,4.51851394
26,1,1,4,-8,0,50000,1,2,5,2,1,0,4.698970004
28,1,1,4,-8,1,48000,1,2,5,3,1,0,4.681241237
36,1,1,4,-8,0,16000,1,3,5,1,1,0,4.204119983
39,1,1,4,-8,1,40000,1,3,5,2,1,0,4.602059991
36,0,1,4,-8,0,12600,1,4,5,3,1,0,4.100370545
34,0,0,7,-8,1,40000,1,3,-8,2,1,0,4.602059991
33,1,0,7,-8,1,45000,1,3,1,2,1,0,4.653212514
39,1,0,5,-8,0,44000,1,1,5,5,1,0,4.643452676
35,1,1,4,-8,0,6000,1,3,5,3,1,0,3.77815125
38,1,1,4,-8,1,60000,1,2,5,3,1,0,4.77815125
34,0,1,4,-8,1,66000,1,3,5,3,1,0,4.819543936
40,1,1,4,-8,1,70000,1,3,5,3,1,0,4.84509804
38,0,1,5,-8,1,7000,1,3,5,2,1,0,3.84509804
33,1,0,7,-8,1,64000,1,4,-8,3,1,0,4.806179974
21,1,1,6,7,0,27200,1,4,5,3,1,0,4.434568904
47,1,1,4,-8,1,30000,1,3,5,1,1,0,4.477121255
37,0,1,4,-8,1,6500,1,3,5,3,1,0,3.812913357
39,1,1,3,-8,1,15000,1,5,5,1,1,0,4.176091259
28,1,1,7,-8,1,100000,1,3,5,3,1,0,5
37,1,1,3,-8,1,20000,1,1,5,5,1,0,4.301029996
44,1,1,4,-8,0,24000,1,1,5,2,1,0,4.380211242
27,1,1,3,-8,1,60000,1,1,5,1,1,0,4.77815125
37,1,1,3,-8,1,45000,1,4,5,1,1,0,4.653212514
35,1,1,5,-8,1,36000,1,2,5,3,1,0,4.556302501
63,1,1,0,-8,1,36000,1,5,5,1,1,0,4.556302501
58,0,1,0,-8,1,3600,1,1,5,1,1,0,3.556302501
33,0,1,4,-8,1,24000,1,3,5,1,1,0,4.380211242
46,1,1,3,-8,1,48000,1,1,5,5,1,0,4.681241237
20,0,1,3,7,0,20000,1,2,5,3,1,0,4.301029996
30,0,0,7,-8,1,40000,1,2,5,3,1,0,4.602059991
36,1,1,3,-8,1,48000,1,3,5,1,1,0,4.681241237
30,1,1,4,-8,0,52000,1,3,5,3,1,0,4.716003344
30,1,1,3,-8,1,50000,1,3,5,2,1,0,4.698970004
22,0,1,6,7,0,55000,1,2,5,3,1,0,4.740362689
45,0,1,3,-8,1,12000,1,3,5,2,1,0,4.079181246
18,1,1,6,5,0,57200,1,3,5,3,1,0,4.757396029
25,1,1,6,-8,1,41200,1,3,5,1,1,0,4.614897216
40,0,1,5,-8,0,39600,1,2,5,4,1,0,4.597695186
36,0,0,7,-8,1,55000,1,3,5,3,1,0,4.740362689
21,0,1,5,7,0,40000,1,3,5,5,1,0,4.602059991
64,1,1,0,-8,1,1000,1,3,5,4,1,0,3
39,1,1,4,-8,1,25200,1,3,5,1,1,0,4.401400541
31,1,1,3,-8,1,50000,1,1,5,1,1,0,4.698970004
27,1,1,4,-8,0,30000,1,3,5,2,1,0,4.477121255
56,0,1,0,-8,1,3600,1,3,5,2,1,0,3.556302501
65,0,1,0,-8,1,6000,1,3,5,1,1,0,3.77815125
27,0,0,6,-8,1,60000,1,3,-8,2,1,0,4.77815125
22,0,0,7,9,0,4000,0,2,5,3,1,0,3.602059991
25,1,0,6,-8,0,76000,1,4,5,3,1,0,4.880813592
33,0,0,4,-8,1,24000,1,3,5,5,1,0,4.380211242
36,0,0,5,-8,1,22000,1,1,5,5,1,0,4.342422681
39,1,0,6,-8,1,36000,0,2,5,5,1,0,4.556302501
42,1,0,4,-8,1,2400,1,2,5,2,1,0,3.380211242
29,1,1,4,-8,0,42000,1,3,5,2,1,0,4.62324929
25,1,0,6,-8,0,44000,1,5,5,3,1,0,4.643452676
50,0,1,3,-8,1,11000,1,1,5,3,1,0,4.041392685
28,1,1,7,-8,1,30000,1,3,5,1,1,0,4.477121255
28,1,0,7,-8,0,60000,1,2,5,3,1,0,4.77815125
26,0,0,8,-8,0,16000,1,4,5,1,1,0,4.204119983
38,1,0,7,-8,1,60000,1,3,5,3,1,0,4.77815125
32,0,0,7,-8,1,45600,1,3,-8,3,1,0,4.658964843
36,1,0,5,-8,0,55000,1,3,5,5,1,0,4.740362689
40,0,0,7,-8,1,31200,1,3,5,3,1,0,4.494154594
38,0,1,3,-8,1,2000,1,3,5,5,1,0,3.301029996
47,1,1,4,-8,1,4500,1,5,5,1,1,0,3.653212514
71,0,0,0,-8,1,240,1,5,5,5,1,0,2.380211242
28,0,1,7,-8,1,85000,1,4,5,3,1,0,4.929418926
24,0,0,6,7,0,45000,1,2,5,3,1,0,4.653212514
40,0,1,4,-8,1,26000,1,5,5,1,1,0,4.414973348
34,0,0,7,-8,1,80000,1,3,5,2,1,0,4.903089987
32,0,1,4,-8,1,11000,1,3,5,3,1,0,4.041392685
25,0,1,7,-8,0,40000,1,4,5,3,1,0,4.602059991
24,1,1,6,7,0,55000,1,4,5,1,1,0,4.740362689
31,1,0,3,-8,1,50000,1,2,5,2,1,0,4.698970004
22,0,1,7,6,0,25500,1,2,5,2,1,0,4.40654018
31,1,0,7,-8,1,60000,1,2,5,3,1,0,4.77815125
30,0,0,8,-8,0,90000,1,4,-8,5,1,0,4.954242509
39,1,0,7,-8,1,68000,1,3,-8,3,1,0,4.832508913
27,0,1,6,-8,0,27600,1,2,-8,2,1,0,4.440909082
32,0,1,3,-8,1,1320,1,2,5,3,1,0,3.120573931
40,1,1,4,-8,1,8400,1,3,5,4,1,0,3.924279286
31,1,1,4,-8,1,48000,1,3,5,3,1,0,4.681241237
31,0,1,4,-8,1,20000,1,5,-8,3,1,0,4.301029996
38,0,1,4,-8,1,60000,1,4,5,3,1,0,4.77815125
33,1,1,5,-8,1,66000,1,4,5,1,1,0,4.819543936
34,0,1,4,-8,1,15000,1,1,5,4,1,0,4.176091259
36,1,0,6,-8,1,40000,1,3,-8,2,1,0,4.602059991
35,0,0,6,-8,1,24000,1,3,-8,3,1,0,4.380211242
40,0,0,4,-8,1,1500,1,1,5,3,1,0,3.176091259
22,1,0,4,5,0,9900,1,1,5,2,1,0,3.995635195
24,0,0,7,7,0,90000,1,4,5,2,1,0,4.954242509
42,0,0,4,-8,1,22000,1,2,-8,3,1,0,4.342422681
30,1,0,7,-8,0,80000,1,2,5,3,1,0,4.903089987
36,0,0,6,-8,1,30000,1,3,5,3,1,0,4.477121255
38,1,1,5,-8,1,30000,1,3,5,2,1,0,4.477121255
27,1,0,5,-8,0,5000,0,1,1,3,1,0,3.698970004
41,1,0,5,-8,1,38000,1,3,5,1,1,0,4.579783597
40,0,0,5,-8,1,30000,1,3,5,3,1,0,4.477121255
43,0,0,5,-8,0,20000,0,1,5,3,1,0,4.301029996
40,0,0,5,-8,0,66000,1,3,5,5,1,0,4.819543936
40,1,0,4,-8,0,23500,1,3,5,4,1,0,4.371067862
23,1,0,7,7,0,80000,1,2,5,1,1,0,4.903089987
39,1,0,4,-8,1,80000,1,3,5,2,1,0,4.903089987
42,1,0,4,-8,1,20000,1,3,5,2,1,0,4.301029996
41,0,0,4,-8,1,20000,1,2,5,4,1,0,4.301029996
34,0,0,7,-8,1,24000,1,3,5,2,1,0,4.380211242
23,1,0,5,6,0,36000,1,3,5,3,1,0,4.556302501
43,0,0,4,-8,1,27000,1,2,5,3,1,0,4.431363764
42,0,0,5,-8,1,20000,1,3,5,3,1,0,4.301029996
32,1,1,5,-8,1,42000,1,1,1,1,1,0,4.62324929
29,0,0,6,-8,1,18000,1,2,5,3,1,0,4.255272505
31,1,1,6,-8,1,40000,1,2,5,3,1,0,4.602059991
32,1,0,5,-8,1,30000,1,2,-8,3,1,0,4.477121255
30,0,0,7,-8,1,50000,1,4,-8,3,1,0,4.698970004
34,1,0,7,-8,1,100000,1,3,5,2,1,0,5
31,1,1,5,-8,1,26700,1,3,5,3,1,0,4.426511261
39,1,0,5,-8,1,40000,1,3,5,4,1,0,4.602059991
54,0,1,3,-8,1,32000,1,3,5,4,1,0,4.505149978
29,1,1,6,-8,1,115000,1,3,5,3,1,0,5.06069784
32,1,0,7,-8,1,60000,1,3,1,3,1,0,4.77815125
48,0,1,3,-8,1,42000,1,2,5,3,1,0,4.62324929
35,0,1,4,-8,1,36000,1,3,5,5,1,0,4.556302501
39,1,1,5,-8,1,40000,1,4,5,3,1,0,4.602059991
26,0,1,4,-8,1,8400,1,2,5,1,1,0,3.924279286
28,1,1,5,-8,1,42000,1,3,5,3,1,0,4.62324929
55,1,1,4,-8,1,2620,1,3,5,1,1,0,3.418301291
28,1,1,5,-8,1,65000,1,5,5,3,1,0,4.812913357
31,1,0,7,-8,1,67500,1,1,5,3,1,0,4.829303773
32,0,1,8,-8,1,100000,1,3,-8,3,1,0,5
28,1,1,3,-8,1,6000,1,1,5,1,1,0,3.77815125
28,0,0,8,-8,1,90000,1,3,-8,3,1,0,4.954242509
28,1,0,5,-8,1,20000,1,3,5,3,1,0,4.301029996
29,1,1,4,-8,0,8250,1,2,5,3,1,0,3.916453949
30,1,1,5,-8,1,30000,1,3,5,3,1,0,4.477121255
45,1,1,4,-8,1,480000,1,3,5,3,1,0,5.681241237
26,0,1,4,-8,1,6000,1,5,5,1,1,0,3.77815125
40,0,1,4,-8,1,20000,1,3,5,3,1,0,4.301029996
33,1,0,7,-8,1,50000,1,3,-8,2,1,0,4.698970004
24,0,0,7,9,0,87000,1,3,5,3,1,0,4.939519253
40,0,0,5,-8,1,84000,1,3,5,3,1,0,4.924279286
41,1,0,5,-8,1,130000,1,3,5,2,1,0,5.113943352
32,0,0,5,-8,0,20000,1,2,5,3,1,0,4.301029996
34,1,0,5,-8,0,60000,1,3,5,3,1,0,4.77815125
26,0,0,6,-8,0,24000,0,3,5,5,1,0,4.380211242
29,1,0,8,-8,1,70000,1,2,-8,2,1,0,4.84509804
66,1,1,4,-8,1,14400,1,3,5,3,1,0,4.158362492
27,1,0,7,-8,0,10000,1,4,5,1,1,0,4
33,0,1,7,-8,0,50000,1,2,1,3,1,0,4.698970004
37,1,1,3,-8,1,40000,1,5,5,1,1,0,4.602059991
38,0,0,5,-8,1,14000,1,3,5,2,1,0,4.146128036
39,1,0,4,-8,1,36000,1,5,5,2,1,0,4.556302501
33,0,1,4,-8,1,20000,1,3,5,3,1,0,4.301029996
30,1,1,6,-8,1,23000,1,4,-8,1,1,0,4.361727836
31,1,1,6,-8,0,21000,1,4,5,3,1,0,4.322219295
18,1,0,7,7,0,10000,1,1,5,2,1,0,4
37,1,1,4,-8,0,25500,1,3,5,1,1,0,4.40654018
20,1,1,4,5,0,22400,1,2,5,2,1,0,4.350248018
37,0,1,4,-8,1,14000,1,3,5,3,1,0,4.146128036
40,1,1,4,-8,1,60000,1,3,5,3,1,0,4.77815125
24,1,1,3,7,0,60000,1,2,5,5,1,0,4.77815125
41,0,1,3,-8,1,6000,1,5,5,3,1,0,3.77815125
28,0,1,6,-8,1,40000,1,2,5,3,1,0,4.602059991
36,1,1,4,-8,1,30000,1,3,5,3,1,0,4.477121255
35,0,1,4,-8,1,32400,1,2,5,3,1,0,4.51054501
27,1,1,4,-8,0,25000,1,2,5,3,1,0,4.397940009
69,0,1,0,-8,1,450,1,3,-8,2,1,0,2.653212514
41,1,1,3,-8,1,24000,1,3,5,2,1,0,4.380211242
43,0,1,3,-8,1,24000,1,3,5,3,1,0,4.380211242
39,0,1,3,-8,1,3000,1,4,5,3,1,0,3.477121255
42,1,1,3,-8,1,24500,1,3,5,2,1,0,4.389166084
47,1,1,0,-8,1,18000,1,1,5,3,1,0,4.255272505
29,0,0,8,-8,1,150000,1,3,1,3,1,0,5.176091259
40,0,1,4,-8,1,5000,1,3,5,3,1,0,3.698970004
23,0,1,6,6,0,4000,0,1,5,3,1,0,3.602059991
55,1,1,4,-8,1,20000,1,1,5,3,1,0,4.301029996
26,1,0,5,-8,0,27600,1,3,5,1,1,0,4.440909082
26,1,0,7,-8,0,66000,1,3,5,3,1,0,4.819543936
44,1,0,5,-8,1,150000,1,3,-8,3,1,0,5.176091259
42,0,0,6,-8,1,27500,1,3,-8,2,1,0,4.439332694
39,1,0,5,-8,1,100000,1,5,1,1,1,0,5
32,1,0,5,-8,1,70000,1,2,5,3,1,0,4.84509804
31,0,0,4,-8,1,30000,1,3,5,1,1,0,4.477121255
32,0,0,7,-8,0,20000,1,3,5,3,1,0,4.301029996
28,1,0,5,-8,1,40000,1,2,-8,4,1,0,4.602059991
44,0,1,3,-8,1,18000,1,3,5,4,1,0,4.255272505
47,0,1,3,-8,1,21600,1,5,5,2,1,0,4.334453751
45,1,1,3,-8,1,84000,1,5,5,2,1,0,4.924279286
42,0,0,4,-8,1,40000,1,3,5,3,1,0,4.602059991
27,0,1,7,-8,0,40000,1,2,5,3,1,0,4.602059991
22,1,1,4,7,0,30000,1,1,5,3,1,0,4.477121255
26,0,0,7,-8,1,14000,1,1,5,1,1,0,4.146128036
35,0,1,3,-8,1,600,1,2,5,3,1,0,2.77815125
38,1,1,4,-8,1,45000,1,3,5,3,1,0,4.653212514
39,0,1,4,-8,1,50000,1,3,5,3,1,0,4.698970004
34,1,1,4,-8,1,76500,1,2,5,5,1,0,4.883661435
34,0,1,3,-8,1,30000,1,1,5,5,1,0,4.477121255
28,1,1,3,-8,1,55000,1,1,5,3,1,0,4.740362689
31,0,1,5,-8,1,26400,1,2,5,3,1,0,4.421603927
36,1,1,4,-8,1,60000,1,2,5,3,1,0,4.77815125
32,0,1,4,-8,1,6000,1,4,5,3,1,0,3.77815125
35,0,1,4,-8,1,9600,1,3,5,3,1,0,3.982271233
29,0,0,7,-8,1,38400,1,3,5,5,1,0,4.584331224
24,1,0,7,7,0,80000,1,3,5,2,1,0,4.903089987
28,0,0,7,-8,0,120000,1,3,5,3,1,0,5.079181246
28,0,0,7,-8,0,31200,1,2,5,2,1,0,4.494154594
19,0,0,4,5,0,17000,1,3,5,2,1,0,4.230448921
19,0,0,4,4,0,31000,1,3,5,2,1,0,4.491361694
36,0,1,4,-8,1,30000,1,3,5,3,1,0,4.477121255
40,1,0,5,-8,1,36000,1,3,5,3,1,0,4.556302501
41,1,0,4,-8,1,30000,1,2,5,3,1,0,4.477121255
39,1,1,4,-8,1,60000,1,3,5,2,1,0,4.77815125
40,0,0,7,-8,1,55000,1,3,5,3,1,0,4.740362689
49,0,0,0,-8,1,14760,1,4,5,5,1,0,4.169086357
24,0,0,6,6,0,25000,1,1,5,2,1,0,4.397940009
47,1,0,7,-8,1,180000,1,3,5,5,1,0,5.255272505
41,0,0,7,-8,1,80000,1,3,5,5,1,0,4.903089987
28,0,0,6,-8,1,30000,1,3,5,4,1,0,4.477121255
53,1,0,5,-8,1,21600,0,1,5,3,1,0,4.334453751
32,1,0,7,-8,1,90000,1,4,1,5,1,0,4.954242509
36,0,0,7,-8,1,14400,1,3,5,3,1,0,4.158362492
36,1,0,7,-8,1,50000,1,3,5,2,1,0,4.698970004
42,0,0,5,-8,0,11360,1,1,-8,3,1,0,4.055378331
44,1,0,5,-8,0,26928,1,3,5,4,1,0,4.430204099
22,1,0,6,7,0,15400,1,3,5,3,1,0,4.187520721
40,0,0,6,-8,1,70000,1,3,5,3,1,0,4.84509804
42,1,0,6,-8,1,60000,1,2,5,3,1,0,4.77815125
41,0,0,6,-8,1,16800,1,3,5,3,1,0,4.225309282
41,1,0,6,-8,1,30000,1,3,5,3,1,0,4.477121255
42,1,0,4,-8,1,20600,1,5,5,5,1,0,4.31386722
40,0,0,4,-8,1,26000,1,2,5,3,1,0,4.414973348
44,0,0,6,-8,1,30000,1,2,5,4,1,0,4.477121255
44,1,0,5,-8,1,55000,1,4,5,4,1,0,4.740362689
38,0,0,5,-8,1,23000,1,3,5,3,1,0,4.361727836
41,1,0,5,-8,1,55000,1,5,5,1,1,0,4.740362689
38,0,0,7,-8,1,50000,1,3,5,3,1,0,4.698970004
41,0,0,6,-8,1,50000,1,2,5,3,1,0,4.698970004
41,1,0,6,-8,1,80000,1,4,5,3,1,0,4.903089987
23,1,0,6,6,0,30000,1,3,5,2,1,0,4.477121255
26,1,0,6,-8,0,13200,1,2,5,2,1,0,4.120573931
38,0,0,7,-8,1,50400,1,3,5,3,1,0,4.702430536
26,1,0,6,-8,1,38000,1,2,-8,1,1,0,4.579783597
42,0,0,4,-8,1,27000,1,3,5,1,1,0,4.431363764
28,1,0,5,-8,0,6000,1,3,5,3,1,0,3.77815125
26,1,0,7,-8,0,72500,1,2,5,3,1,0,4.860338007
31,1,0,7,-8,1,39600,1,1,5,3,1,0,4.597695186
34,0,0,6,-8,0,44000,1,3,-8,5,1,0,4.643452676
39,1,0,6,-8,0,34000,1,3,5,5,1,0,4.531478917
26,1,0,7,-8,0,94000,1,4,5,2,1,0,4.973127854
33,0,0,6,-8,1,40000,1,3,5,4,1,0,4.602059991
42,1,1,4,-8,1,37000,1,1,5,3,1,0,4.568201724
38,1,0,3,-8,0,20000,1,1,5,2,1,0,4.301029996
24,1,0,6,7,0,131810,1,3,5,3,1,0,5.11994836
35,0,0,4,-8,1,16800,1,2,5,4,1,0,4.225309282
32,0,0,7,-8,1,15840,1,4,-8,2,1,0,4.199755177
44,0,0,4,-8,1,14760,1,2,5,4,1,0,4.169086357
44,1,0,4,-8,1,32400,1,1,5,3,1,0,4.51054501
40,0,0,5,-8,0,24000,1,1,5,3,1,0,4.380211242
28,1,0,6,-8,0,30000,1,4,5,3,1,0,4.477121255
28,1,0,6,-8,0,60000,1,1,5,3,1,0,4.77815125
28,0,0,5,-8,1,18000,1,3,5,3,1,0,4.255272505
27,1,0,4,-8,1,18000,1,3,5,3,1,0,4.255272505
42,1,0,0,-8,0,22500,1,2,5,3,1,0,4.352182518
35,1,0,4,-8,1,32000,1,3,5,3,1,0,4.505149978
32,1,0,3,-8,0,63000,1,3,5,3,1,0,4.799340549
28,0,0,7,-8,1,58440,1,3,5,3,1,0,4.766710207
35,1,1,3,-8,0,30000,1,1,5,3,1,0,4.477121255
21,1,0,4,6,0,12000,1,2,5,3,1,0,4.079181246
24,0,0,7,7,0,18000,1,2,5,1,1,0,4.255272505
33,1,0,4,-8,1,96000,1,3,5,1,1,0,4.982271233
31,1,0,4,-8,0,48000,1,2,5,2,1,0,4.681241237
42,1,0,0,-8,0,47000,1,3,-8,3,1,0,4.672097858
41,0,0,6,-8,1,18000,1,3,5,3,1,0,4.255272505
44,1,0,4,-8,1,30000,1,2,5,3,1,0,4.477121255
44,1,0,4,-8,1,45000,1,3,5,3,1,0,4.653212514
26,1,0,7,-8,1,42000,1,2,5,3,1,0,4.62324929
39,0,0,4,-8,1,4000,1,2,5,4,1,0,3.602059991
36,1,0,3,-8,1,28000,1,3,5,1,1,0,4.447158031
33,1,0,6,-8,1,72000,1,3,-8,3,1,0,4.857332496
33,0,0,5,-8,1,48000,1,3,5,3,1,0,4.681241237
23,1,0,7,7,0,65000,1,3,5,3,1,0,4.812913357
34,1,0,5,-8,1,36000,1,3,5,1,1,0,4.556302501
38,1,0,4,-8,1,66000,1,2,-8,1,1,0,4.819543936
33,1,1,4,-8,1,30000,1,2,5,2,1,0,4.477121255
32,0,1,4,-8,1,27600,1,2,5,1,1,0,4.440909082
33,1,0,7,-8,1,70000,1,4,5,3,1,0,4.84509804
23,1,0,6,7,0,244000,1,2,5,1,1,0,5.387389826
26,1,0,7,-8,0,100000,1,3,-8,3,1,0,5
52,0,0,0,-8,0,9000,0,3,5,5,1,0,3.954242509
28,0,0,5,-8,1,39600,1,3,5,4,1,0,4.597695186
30,1,0,5,-8,1,33000,1,3,-8,3,1,0,4.51851394
34,1,1,3,-8,1,36000,1,1,5,3,1,0,4.556302501
37,0,0,5,-8,1,24000,1,5,5,1,1,0,4.380211242
41,1,1,4,-8,0,30000,1,3,5,3,1,0,4.477121255
24,0,1,5,6,0,24000,1,3,5,3,1,0,4.380211242
29,0,0,6,-8,1,14400,1,3,5,4,1,0,4.158362492
40,1,0,4,-8,1,36000,1,3,5,4,1,0,4.556302501
31,0,1,6,-8,1,60000,1,1,5,3,1,0,4.77815125
33,1,0,4,-8,0,30000,1,3,5,4,1,0,4.477121255
30,0,1,6,-8,1,100000,1,3,-8,3,1,0,5
25,1,1,5,-8,0,11000,1,2,5,2,1,0,4.041392685
24,0,1,6,7,0,14000,1,2,5,1,1,0,4.146128036
29,0,1,7,-8,0,30000,1,3,1,2,1,0,4.477121255
37,0,1,4,-8,1,10000,1,5,5,3,1,0,4
21,1,1,4,5,0,25000,1,2,5,3,1,0,4.397940009
26,0,1,7,-8,0,50000,1,3,5,1,1,0,4.698970004
40,1,1,4,-8,1,85000,1,3,-8,3,1,0,4.929418926
39,0,1,4,-8,1,40000,1,3,5,3,1,0,4.602059991
22,0,1,6,6,0,28500,1,2,5,3,1,0,4.45484486
32,0,0,7,-8,1,44400,1,3,1,4,1,0,4.64738297
31,1,0,6,-8,1,50000,1,3,5,3,1,0,4.698970004
30,1,0,6,-8,0,52000,1,3,-8,3,1,0,4.716003344
26,1,0,8,-8,0,18000,0,4,-8,3,1,0,4.255272505
42,1,0,4,-8,1,24000,1,3,5,3,1,0,4.380211242
38,0,0,4,-8,1,24000,1,3,5,3,1,0,4.380211242
24,0,0,5,6,1,63000,1,1,5,3,1,0,4.799340549
26,0,0,7,-8,0,24000,1,5,5,1,1,0,4.380211242
35,1,0,4,-8,1,18000,1,2,5,3,1,0,4.255272505
28,1,0,7,-8,0,50000,1,3,5,1,1,0,4.698970004
27,1,1,0,-8,0,30000,1,1,5,3,1,0,4.477121255
25,1,0,7,-8,0,55200,1,2,5,3,1,0,4.741939078
22,1,0,6,6,0,50000,1,3,5,1,1,0,4.698970004
44,1,0,4,-8,0,38000,1,3,5,3,1,0,4.579783597
26,1,0,6,-8,0,60000,1,2,5,2,1,0,4.77815125
51,1,1,0,-8,1,24000,1,4,5,4,1,0,4.380211242
36,1,0,7,-8,1,50000,1,1,-8,3,1,0,4.698970004
34,1,0,7,-8,1,120000,1,3,5,1,1,0,5.079181246
32,0,1,7,-8,1,50000,1,3,5,3,1,0,4.698970004
44,0,1,4,-8,1,46000,1,2,5,4,1,0,4.662757832
32,1,0,4,-8,0,54075,0,1,5,5,1,0,4.732996528
44,1,1,4,-8,0,30000,0,3,5,3,1,0,4.477121255
44,1,0,6,-8,1,75000,1,1,5,3,1,0,4.875061263
32,1,0,6,-8,1,37200,1,3,5,3,1,0,4.57054294
32,0,1,4,-8,1,48000,1,5,5,1,1,0,4.681241237
32,0,1,5,-8,1,90000,1,3,5,3,1,0,4.954242509
36,1,1,3,-8,1,50000,1,2,5,2,1,0,4.698970004
42,0,1,0,-8,1,25000,1,2,5,3,1,0,4.397940009
27,1,0,7,-8,1,80000,0,5,-8,1,1,0,4.903089987
33,1,0,7,-8,1,25000,1,3,-8,3,1,0,4.397940009
30,1,1,6,-8,1,50000,1,1,5,3,1,0,4.698970004
21,0,1,5,7,0,30000,1,3,5,3,1,0,4.477121255
33,0,0,6,-8,1,24000,1,3,5,3,1,0,4.380211242
34,1,0,7,-8,1,62000,1,3,5,2,1,0,4.792391689
36,1,0,7,-8,1,130000,1,2,5,3,1,0,5.113943352
35,1,0,8,-8,1,150000,1,3,-8,3,1,0,5.176091259
28,1,1,7,-8,1,50000,1,4,5,1,1,0,4.698970004
30,1,0,7,-8,1,42000,1,3,-8,3,1,0,4.62324929
31,1,1,4,-8,1,30000,0,2,1,4,1,0,4.477121255
35,1,1,6,-8,1,6000,1,1,5,5,1,0,3.77815125
28,1,1,7,-8,1,30000,1,2,5,3,1,0,4.477121255
29,0,1,5,-8,1,21000,1,2,5,3,1,0,4.322219295
28,0,0,8,-8,1,70000,1,3,1,3,1,0,4.84509804
28,0,1,4,-8,1,7000,1,3,5,3,1,0,3.84509804
27,0,1,5,-8,1,59000,1,3,5,3,1,0,4.770852012
30,0,1,6,-8,1,4000,1,3,5,3,1,0,3.602059991
31,1,0,5,-8,1,150000,1,4,5,2,1,0,5.176091259
34,1,0,6,-8,1,91200,0,3,-8,3,1,0,4.959994838
25,0,0,7,-8,1,55000,1,3,5,1,1,0,4.740362689
35,1,0,7,-8,1,50000,1,3,-8,3,1,0,4.698970004
31,1,1,4,-8,1,60000,1,3,5,1,1,0,4.77815125
32,1,1,7,-8,1,62400,1,2,-8,3,1,0,4.79518459
32,1,0,7,-8,1,50000,1,2,5,3,1,0,4.698970004
29,1,0,6,-8,1,65000,1,3,5,3,1,0,4.812913357
29,1,1,6,-8,1,130000,1,3,5,2,1,0,5.113943352
32,1,1,4,-8,1,50000,1,3,5,1,1,0,4.698970004
27,1,0,4,-8,1,50000,1,2,5,1,1,0,4.698970004
33,1,0,7,-8,1,130000,1,3,5,3,1,0,5.113943352
39,1,1,5,-8,1,60000,1,4,5,1,1,0,4.77815125
30,1,1,5,-8,1,6000,1,1,5,3,1,0,3.77815125
50,1,1,5,-8,1,18000,1,4,1,2,1,0,4.255272505
29,0,0,4,-8,1,82000,1,3,5,1,1,0,4.913813852
33,1,1,5,-8,1,60000,1,4,5,3,1,0,4.77815125
36,1,0,7,-8,1,200000,1,3,-8,4,1,0,5.301029996
27,1,1,4,-8,1,3000,1,3,5,1,1,0,3.477121255
30,0,0,6,-8,1,20000,1,4,5,3,1,0,4.301029996
34,1,0,6,-8,1,30000,1,3,5,3,1,0,4.477121255
29,1,1,4,-8,1,50000,1,3,5,3,1,0,4.698970004
26,1,0,4,-8,1,3000,1,1,5,1,1,0,3.477121255
24,1,1,6,7,0,3000,1,2,1,1,1,0,3.477121255
26,1,0,5,-8,1,90000,1,1,5,3,1,0,4.954242509
33,0,0,4,-8,1,38000,1,3,5,3,1,0,4.579783597
60,1,0,5,-8,1,36000,1,3,5,3,1,0,4.556302501
28,0,1,5,-8,1,2300,1,3,5,4,1,0,3.361727836
29,1,0,7,-8,1,100000,1,3,-8,3,1,0,5
30,1,1,6,-8,1,60000,1,3,5,5,1,0,4.77815125
35,1,0,7,-8,1,250000,1,2,5,1,1,0,5.397940009
33,1,0,7,-8,1,70000,1,3,5,3,1,0,4.84509804
39,0,1,4,-8,1,22440,1,3,5,3,1,0,4.351022853
29,1,1,4,-8,1,70000,1,3,5,3,1,0,4.84509804
33,0,0,5,-8,1,22000,1,3,5,3,1,0,4.342422681
29,0,1,6,-8,1,30000,1,2,5,3,1,0,4.477121255
27,0,1,4,-8,1,3000,1,4,5,4,1,0,3.477121255
